job_title,industry,job_description,skills_required,experience_required,job_description_clean,skills_required_list
Supply Chain Analyst,Operations,"Supply Chain Analyst role in Operations requiring skills: Agile, Project Management, Logistics with 4+ years experience.","Agile, Project Management, Logistics",4,"supply chain analyst role in operations requiring skills agile, project management, logistics with 4 years experience","['Agile', 'Project Management', 'Logistics']"
Sales Manager,Sales,"Sales Manager role in Sales requiring skills: Lead Generation, Negotiation, Business Development, Presentation Skills with 3+ years experience.","Lead Generation, Negotiation, Business Development, Presentation Skills",3,"sales manager role in sales requiring skills lead generation, negotiation, business development, presentation skills with 3 years experience","['Lead Generation', 'Negotiation', 'Business Development', 'Presentation Skills']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Process Improvement, Excel, Project Management, Supply Chain, Lean Six Sigma with 10+ years experience.","Process Improvement, Excel, Project Management, Supply Chain, Lean Six Sigma",10,"logistics coordinator role in operations requiring skills process improvement, excel, project management, supply chain, lean six sigma with 10 years experience","['Process Improvement', 'Excel', 'Project Management', 'Supply Chain', 'Lean Six Sigma']"
Auditor,Finance,"Auditor role in Finance requiring skills: Taxation, Forecasting, Budgeting, Excel, Financial Analysis with 7+ years experience.","Taxation, Forecasting, Budgeting, Excel, Financial Analysis",7,"auditor role in finance requiring skills taxation, forecasting, budgeting, excel, financial analysis with 7 years experience","['Taxation', 'Forecasting', 'Budgeting', 'Excel', 'Financial Analysis']"
ML Engineer,Data,"ML Engineer role in Data requiring skills: Machine Learning, Deep Learning, Excel, Pandas, Tableau with 7+ years experience.","Machine Learning, Deep Learning, Excel, Pandas, Tableau",7,"ml engineer role in data requiring skills machine learning, deep learning, excel, pandas, tableau with 7 years experience","['Machine Learning', 'Deep Learning', 'Excel', 'Pandas', 'Tableau']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Excel, Budgeting, Investment Modeling, SQL with 9+ years experience.","Excel, Budgeting, Investment Modeling, SQL",9,"risk analyst role in finance requiring skills excel, budgeting, investment modeling, sql with 9 years experience","['Excel', 'Budgeting', 'Investment Modeling', 'SQL']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Investment Modeling, Excel, Financial Analysis with 6+ years experience.","Investment Modeling, Excel, Financial Analysis",6,"risk analyst role in finance requiring skills investment modeling, excel, financial analysis with 6 years experience","['Investment Modeling', 'Excel', 'Financial Analysis']"
Teacher,Education,"Teacher role in Education requiring skills: Research, Curriculum Design, Teaching, Python with 4+ years experience.","Research, Curriculum Design, Teaching, Python",4,"teacher role in education requiring skills research, curriculum design, teaching, python with 4 years experience","['Research', 'Curriculum Design', 'Teaching', 'Python']"
Marketing Manager,Marketing,"Marketing Manager role in Marketing requiring skills: SEO, Excel, Brand Management, PPC, Google Analytics with 2+ years experience.","SEO, Excel, Brand Management, PPC, Google Analytics",2,"marketing manager role in marketing requiring skills seo, excel, brand management, ppc, google analytics with 2 years experience","['SEO', 'Excel', 'Brand Management', 'PPC', 'Google Analytics']"
Backend Developer,Technology,"Backend Developer role in Technology requiring skills: Node.js, Java, React, C++, Linux with 8+ years experience.","Node.js, Java, React, C++, Linux",8,"backend developer role in technology requiring skills nodejs, java, react, c, linux with 8 years experience","['Node.js', 'Java', 'React', 'C++', 'Linux']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: PLC Programming, AutoCAD, C++ with 3+ years experience.","PLC Programming, AutoCAD, C++",3,"electrical engineer role in engineering requiring skills plc programming, autocad, c with 3 years experience","['PLC Programming', 'AutoCAD', 'C++']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Communication, Curriculum Design, Research, Python with 5+ years experience.","Communication, Curriculum Design, Research, Python",5,"education consultant role in education requiring skills communication, curriculum design, research, python with 5 years experience","['Communication', 'Curriculum Design', 'Research', 'Python']"
Business Development Manager,Sales,"Business Development Manager role in Sales requiring skills: Business Development, Sales Strategy, CRM, Excel with 9+ years experience.","Business Development, Sales Strategy, CRM, Excel",9,"business development manager role in sales requiring skills business development, sales strategy, crm, excel with 9 years experience","['Business Development', 'Sales Strategy', 'CRM', 'Excel']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Business Development, Negotiation, Sales Strategy, CRM, Lead Generation, Presentation Skills with 7+ years experience.","Business Development, Negotiation, Sales Strategy, CRM, Lead Generation, Presentation Skills",7,"account executive role in sales requiring skills business development, negotiation, sales strategy, crm, lead generation, presentation skills with 7 years experience","['Business Development', 'Negotiation', 'Sales Strategy', 'CRM', 'Lead Generation', 'Presentation Skills']"
Sales Analyst,Sales,"Sales Analyst role in Sales requiring skills: Excel, Sales Strategy, Presentation Skills with 3+ years experience.","Excel, Sales Strategy, Presentation Skills",3,"sales analyst role in sales requiring skills excel, sales strategy, presentation skills with 3 years experience","['Excel', 'Sales Strategy', 'Presentation Skills']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Lead Generation, Excel, Sales Strategy, Negotiation with 4+ years experience.","Lead Generation, Excel, Sales Strategy, Negotiation",4,"account executive role in sales requiring skills lead generation, excel, sales strategy, negotiation with 4 years experience","['Lead Generation', 'Excel', 'Sales Strategy', 'Negotiation']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: Node.js, Microservices, Git, Docker, Kubernetes, Python, SQL with 9+ years experience.","Node.js, Microservices, Git, Docker, Kubernetes, Python, SQL",9,"frontend developer role in technology requiring skills nodejs, microservices, git, docker, kubernetes, python, sql with 9 years experience","['Node.js', 'Microservices', 'Git', 'Docker', 'Kubernetes', 'Python', 'SQL']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Project Management, Agile, Excel, Supply Chain with 4+ years experience.","Project Management, Agile, Excel, Supply Chain",4,"logistics coordinator role in operations requiring skills project management, agile, excel, supply chain with 4 years experience","['Project Management', 'Agile', 'Excel', 'Supply Chain']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: Machine Learning, Pandas, SQL with 7+ years experience.","Machine Learning, Pandas, SQL",7,"data analyst role in data requiring skills machine learning, pandas, sql with 7 years experience","['Machine Learning', 'Pandas', 'SQL']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: NLP, Tableau, Excel, PowerBI, TensorFlow, R, Pandas with 3+ years experience.","NLP, Tableau, Excel, PowerBI, TensorFlow, R, Pandas",3,"ai researcher role in data requiring skills nlp, tableau, excel, powerbi, tensorflow, r, pandas with 3 years experience","['NLP', 'Tableau', 'Excel', 'PowerBI', 'TensorFlow', 'R', 'Pandas']"
Investment Analyst,Finance,"Investment Analyst role in Finance requiring skills: Accounting, Excel, Risk Management with 5+ years experience.","Accounting, Excel, Risk Management",5,"investment analyst role in finance requiring skills accounting, excel, risk management with 5 years experience","['Accounting', 'Excel', 'Risk Management']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: NLP, SQL, TensorFlow with 3+ years experience.","NLP, SQL, TensorFlow",3,"business analyst role in data requiring skills nlp, sql, tensorflow with 3 years experience","['NLP', 'SQL', 'TensorFlow']"
Accountant,Finance,"Accountant role in Finance requiring skills: Investment Modeling, Taxation, Forecasting, Financial Analysis, SQL, Excel, Risk Management with 8+ years experience.","Investment Modeling, Taxation, Forecasting, Financial Analysis, SQL, Excel, Risk Management",8,"accountant role in finance requiring skills investment modeling, taxation, forecasting, financial analysis, sql, excel, risk management with 8 years experience","['Investment Modeling', 'Taxation', 'Forecasting', 'Financial Analysis', 'SQL', 'Excel', 'Risk Management']"
Nurse,Healthcare,"Nurse role in Healthcare requiring skills: Biostatistics, Healthcare Analytics, Patient Care, Python, Clinical Data Analysis, Research with 8+ years experience.","Biostatistics, Healthcare Analytics, Patient Care, Python, Clinical Data Analysis, Research",8,"nurse role in healthcare requiring skills biostatistics, healthcare analytics, patient care, python, clinical data analysis, research with 8 years experience","['Biostatistics', 'Healthcare Analytics', 'Patient Care', 'Python', 'Clinical Data Analysis', 'Research']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: Tableau, PyTorch, SQL, NLP, PowerBI with 5+ years experience.","Tableau, PyTorch, SQL, NLP, PowerBI",5,"data analyst role in data requiring skills tableau, pytorch, sql, nlp, powerbi with 5 years experience","['Tableau', 'PyTorch', 'SQL', 'NLP', 'PowerBI']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: Robotics, SolidWorks, CAD with 2+ years experience.","Robotics, SolidWorks, CAD",2,"electrical engineer role in engineering requiring skills robotics, solidworks, cad with 2 years experience","['Robotics', 'SolidWorks', 'CAD']"
Financial Analyst,Finance,"Financial Analyst role in Finance requiring skills: Taxation, Financial Analysis, SQL, Risk Management, Excel, Accounting with 5+ years experience.","Taxation, Financial Analysis, SQL, Risk Management, Excel, Accounting",5,"financial analyst role in finance requiring skills taxation, financial analysis, sql, risk management, excel, accounting with 5 years experience","['Taxation', 'Financial Analysis', 'SQL', 'Risk Management', 'Excel', 'Accounting']"
Professor,Education,"Professor role in Education requiring skills: Curriculum Design, Communication, Python with 9+ years experience.","Curriculum Design, Communication, Python",9,"professor role in education requiring skills curriculum design, communication, python with 9 years experience","['Curriculum Design', 'Communication', 'Python']"
